73, 256, 431, 189, 0.139772, -1
85, 134, 324, 427, 0.094623, -1
0, 119, 404, 250, 0.053503, -1
0, 66, 426, 183, 0.035034, -1
137, 69, 352, 402, 0.032878, -1
52, 106, 330, 90, 0.030565, -1
54, 312, 494, 262, 0.019842, -1
57, 1, 289, 287, 0.017974, -1
102, 29, 213, 391, 0.015015, -1
103, 242, 317, 92, 0.013689, -1
57, 229, 167, 288, 0.012706, -1
6, 17, 591, 276, 0.012092, -1
0, 408, 225, 189, 0.011452, -1
158, 10, 220, 354, 0.010767, -1
0, 0, 453, 186, 0.009952, -1
196, 39, 152, 184, 0.009663, -1
346, 2, 250, 156, 0.007700, -1
0, 388, 294, 83, 0.006476, -1
96, 157, 158, 309, 0.006314, -1
156, 12, 125, 213, 0.004825, -1
19, 284, 259, 289, 0.004391, -1
93, 331, 113, 206, 0.003819, -1
226, 227, 263, 273, 0.002552, -1
28, 162, 311, 79, 0.002052, -1
2, 422, 287, 74, 0.001995, -1
110, 271, 337, 96, 0.001793, -1
127, 172, 309, 95, 0.001749, -1
160, 79, 262, 98, 0.001601, -1
50, 290, 246, 94, 0.000767, -1
0, 362, 93, 246, 0.000709, -1
0, 478, 346, 122, 0.000595, -1
0, 78, 251, 439, 0.000432, -1
273, 67, 319, 379, 0.000418, -1
107, 252, 137, 162, 0.000399, -1
11, 346, 283, 101, 0.000377, -1
151, 405, 331, 171, 0.000370, -1
121, 127, 291, 111, 0.000355, -1
87, 281, 120, 150, 0.000275, -1
233, 1, 378, 99, 0.000225, -1
202, 91, 148, 210, 0.000165, -1
391, 377, 187, 205, 0.000137, -1
139, 152, 109, 201, 0.000134, -1
192, 18, 418, 181, 0.000107, -1
308, 0, 301, 49, 0.000098, -1
75, 301, 104, 190, 0.000093, -1
171, 512, 394, 86, 0.000075, -1
347, 65, 251, 165, 0.000075, -1
102, 466, 491, 123, 0.000064, -1
120, 270, 64, 123, 0.000059, -1
344, 217, 265, 324, 0.000048, -1
103, 83, 145, 132, 0.000036, -1
428, 0, 149, 74, 0.000035, -1
141, 558, 470, 52, 0.000034, -1
133, 243, 66, 111, 0.000026, -1
104, 350, 177, 254, 0.000020, -1
312, 308, 288, 173, 0.000017, -1
272, 0, 218, 165, 0.000013, -1
309, 216, 302, 164, 0.000010, -1
467, 0, 144, 249, 0.000004, -1
474, 276, 137, 308, 0.000004, -1
370, 0, 151, 67, 0.000004, -1
0, 0, 353, 113, 0.000003, -1
0, 0, 115, 265, 0.000002, -1
0, 0, 92, 160, 0.000002, -1
480, 87, 131, 370, 0.000002, -1
68, 0, 371, 46, 0.000002, -1
405, 260, 206, 73, 0.000002, -1
0, 14, 246, 238, 0.000001, -1
507, 204, 104, 178, 0.000001, -1
402, 291, 209, 72, 0.000001, -1
397, 355, 214, 75, 0.000000, -1
399, 322, 212, 73, 0.000000, -1
