651, 254, 236, 510, 0.227732, -1
625, 519, 99, 209, 0.119237, -1
342, 41, 108, 198, 0.101781, -1
715, 179, 184, 471, 0.100305, -1
544, 105, 328, 638, 0.098514, -1
566, 589, 235, 139, 0.067810, -1
129, 164, 174, 284, 0.045438, -1
199, 158, 112, 188, 0.038269, -1
599, 482, 201, 275, 0.032201, -1
481, 230, 430, 312, 0.031170, -1
109, 199, 157, 188, 0.029838, -1
172, 250, 694, 363, 0.020284, -1
70, 201, 292, 121, 0.020137, -1
92, 159, 367, 230, 0.018953, -1
317, 37, 164, 309, 0.018618, -1
637, 566, 107, 203, 0.017520, -1
552, 55, 166, 387, 0.015811, -1
454, 99, 314, 521, 0.014685, -1
382, 560, 566, 209, 0.013718, -1
588, 257, 301, 122, 0.011859, -1
150, 429, 136, 140, 0.010555, -1
562, 421, 347, 331, 0.010244, -1
353, 234, 334, 479, 0.009467, -1
199, 110, 426, 491, 0.008788, -1
515, 132, 255, 112, 0.008333, -1
430, 332, 142, 230, 0.008270, -1
316, 386, 328, 121, 0.007669, -1
606, 114, 199, 425, 0.007228, -1
226, 375, 453, 217, 0.006837, -1
332, 49, 170, 494, 0.004564, -1
246, 131, 581, 373, 0.004064, -1
401, 241, 192, 411, 0.003694, -1
420, 390, 389, 346, 0.002991, -1
238, 41, 211, 383, 0.002621, -1
460, 153, 177, 494, 0.002606, -1
266, 98, 262, 124, 0.002221, -1
390, 237, 94, 215, 0.002118, -1
390, 71, 356, 312, 0.002107, -1
179, 100, 506, 269, 0.002098, -1
776, 243, 153, 435, 0.001849, -1
584, 241, 265, 91, 0.001646, -1
120, 444, 245, 107, 0.001431, -1
342, 231, 182, 435, 0.001068, -1
299, 70, 234, 100, 0.000909, -1
312, 268, 248, 124, 0.000858, -1
496, 110, 162, 394, 0.000853, -1
729, 446, 208, 318, 0.000818, -1
124, 154, 277, 462, 0.000735, -1
80, 277, 251, 122, 0.000419, -1
205, 222, 424, 221, 0.000385, -1
315, 149, 128, 227, 0.000382, -1
138, 285, 159, 411, 0.000351, -1
371, 145, 102, 214, 0.000315, -1
507, 83, 322, 278, 0.000295, -1
548, 120, 117, 258, 0.000259, -1
82, 178, 198, 400, 0.000221, -1
85, 74, 282, 250, 0.000133, -1
86, 410, 309, 204, 0.000105, -1
239, 435, 419, 287, 0.000088, -1
105, 310, 440, 317, 0.000088, -1
171, 597, 652, 155, 0.000044, -1
358, 627, 354, 138, 0.000017, -1
14, 714, 355, 55, 0.000005, -1
151, 42, 440, 216, 0.000004, -1
621, 83, 267, 231, 0.000004, -1
626, 40, 290, 179, 0.000004, -1
787, 83, 148, 416, 0.000003, -1
129, 501, 318, 233, 0.000003, -1
48, 102, 151, 339, 0.000003, -1
741, 625, 255, 144, 0.000001, -1
52, 678, 254, 91, 0.000001, -1
754, 57, 164, 264, 0.000001, -1
202, 553, 293, 205, 0.000001, -1
110, 598, 304, 161, 0.000001, -1
60, 479, 201, 240, 0.000000, -1
0, 746, 449, 23, 0.000000, -1
59, 561, 244, 203, 0.000000, -1
42, 585, 160, 178, 0.000000, -1
52, 345, 148, 327, 0.000000, -1
