278, 251, 290, 343, 0.035108, -1
667, 350, 336, 295, 0.009259, -1
386, 58, 330, 502, 0.004870, -1
14, 463, 292, 150, 0.004402, -1
11, 267, 273, 375, 0.004290, -1
0, 0, 235, 620, 0.003032, -1
639, 513, 274, 110, 0.003019, -1
650, 117, 86, 197, 0.002447, -1
138, 361, 482, 265, 0.002191, -1
164, 196, 330, 420, 0.001983, -1
609, 0, 172, 485, 0.001624, -1
550, 463, 410, 221, 0.001378, -1
28, 66, 353, 211, 0.001336, -1
586, 197, 373, 437, 0.000959, -1
235, 222, 605, 392, 0.000906, -1
517, 130, 203, 498, 0.000775, -1
40, 39, 437, 547, 0.000722, -1
645, 0, 292, 401, 0.000564, -1
3, 345, 467, 304, 0.000398, -1
32, 437, 169, 164, 0.000348, -1
137, 25, 644, 397, 0.000305, -1
0, 405, 257, 151, 0.000275, -1
380, 0, 275, 304, 0.000273, -1
323, 3, 286, 469, 0.000227, -1
438, 324, 326, 314, 0.000171, -1
348, 356, 634, 277, 0.000163, -1
617, 334, 251, 299, 0.000148, -1
527, 0, 342, 587, 0.000139, -1
9, 31, 184, 340, 0.000128, -1
35, 15, 284, 380, 0.000110, -1
211, 17, 332, 514, 0.000103, -1
439, 0, 409, 357, 0.000081, -1
320, 51, 405, 192, 0.000067, -1
443, 213, 193, 386, 0.000055, -1
734, 0, 241, 549, 0.000025, -1
41, 15, 497, 297, 0.000024, -1
797, 136, 182, 492, 0.000010, -1
