0, 170, 265, 826, 0.094340, -1
0, 583, 594, 428, 0.065747, -1
0, 221, 474, 623, 0.029901, -1
185, 670, 497, 337, 0.022395, -1
44, 638, 311, 385, 0.018599, -1
0, 479, 198, 542, 0.009529, -1
474, 66, 167, 957, 0.008214, -1
70, 190, 276, 559, 0.002417, -1
286, 569, 291, 423, 0.002105, -1
501, 436, 171, 587, 0.001663, -1
5, 805, 529, 216, 0.001583, -1
84, 805, 98, 179, 0.001434, -1
46, 801, 102, 186, 0.001077, -1
386, 604, 267, 395, 0.000842, -1
9, 785, 110, 196, 0.000680, -1
160, 126, 494, 627, 0.000632, -1
409, 185, 222, 600, 0.000346, -1
0, 110, 142, 582, 0.000293, -1
259, 179, 222, 621, 0.000133, -1
279, 255, 369, 764, 0.000123, -1
355, 109, 317, 301, 0.000084, -1
0, 286, 392, 316, 0.000080, -1
51, 668, 105, 206, 0.000041, -1
0, 570, 282, 322, 0.000041, -1
34, 719, 96, 211, 0.000018, -1
2, 707, 93, 221, 0.000016, -1
107, 831, 94, 192, 0.000016, -1
70, 732, 96, 214, 0.000015, -1
14, 617, 105, 216, 0.000009, -1
0, 646, 187, 151, 0.000009, -1
414, 0, 209, 492, 0.000007, -1
0, 0, 428, 647, 0.000005, -1
0, 0, 510, 334, 0.000003, -1
191, 0, 448, 498, 0.000003, -1
0, 0, 203, 531, 0.000000, -1
